Ship Name,Ship Type,GRT,Date,U-Boat,Loss Type,Position,Location,Route,Cargo,Casualties
Gorizia,Steamer,1957,04/30/17,UC 61 (Georg Gerth),Sunk,17 miles N74Â°W of Portland Bill,"50° 36'N, 2° 55'W",New York - Le Havre,general cargo,
Gorsemore,Steamer,3079,06/26/17,U 62 (Ernst Hashagen),Damaged,enterance to English Channel - damaged by gunfire,,,,1
Gorsemore,Steamer,3079,09/22/18,UC 53 (Erich Gerth),Sunk,"44 miles SE1/2E of Cape Colonne, Taranto","38° 28'N, 17° 51'E",Barry - Taranto,coal,0
GÃ¶taland,Steamer,3538,08/15/15,U 17 (Hans Walther),prize,North Sea,,,,
Gothia,Steamer,1826,05/11/18,UB 21 (Bruno Mahn),Sunk,Torpedoed 8 miles NE of Hartlepool,,Hull - Blyth,in ballast,0
Gotthard,Steamer,1636,09/03/16,UB 29 (Herbert Pustkuchen),Sunk,45 miles WSW of Beachy Head,"50° 17'N, 0° 13'W",Middlesbrough - Rouen,pig iron & ammonium sulfate,0
Goulfar,Trawler,259,12/27/16,U 46 (Alfred SaalwÃ¤chter),Sunk,Spanish coast,"43° 54'N, 7° 34'W",,,
Gowan,Motor fishing vessel,25,03/17/17,UC 50 (Rudolf Seuffer),Sunk,Scuttled 15 miles ExS of Longstone,,,,0
Gower Coast,Steamer,804,04/05/17,UC 71 (Hans Valentiner),Sunk,Believed lost in a minefield laid by UC 71 off Le TrÃ©port.,"50° 08'N, 1° 16'E",Tyne & Boulogne - TrÃ©port,coal,15
Gowrie,Steamer,1031,10/10/17,U 53 (Hans Rose),Sunk,14 miles NE of Cherbourg,,Newhaven - Cherbourg,general cargo & mails,0
Graafjeld,,728,01/15/17,UC 43 (Erwin Sebelin),Sunk,Mined 3 miles E of Flamborough Head,,Aalesund - Hull,salt herring,0
Grace,Sailing vessel,135,11/29/16,UB 39 (Heinrich KÃ¼stner),Sunk,Stopped and sunk 40 miles SE of Start Point,,"Charlestown, Cornwall - Rouen",clay (in bulk) and cables,0
Gracia,Steamer,3129,03/11/17,U 53 (Hans Rose),Sunk,5 miles S of Ballycotton,,Liverpool  - Havana,general cargo,0
Graciosa,Sailing vessel,2276,08/24/18,U 90 (Helmut Patzig),Sunk,Sunk by gunnery off the NW coast of Scotland,"59° 06'N, 5° 00'W",North Shields - Lobito Bay,coal,
HMS Grafton,Protected cruiser,7350,06/10/17,UB 43 (Horst ObermÃ¼ller),Damaged,Torpedoed 150 miles E of Malta,,,,0
Grainton,Steamer,6042,03/18/18,U 103 (Claus RÃ¼cker),Damaged,"SW of Anglesea, torpedoed but made port","52° 59'N, 5° 26'W",Birkenhead - Lough Swilly,coal,0
Gran,Steamer,1153,05/23/17,UC 40 (Gustav Deuerlich),Sunk,"Mined one mile off Ryhope, Sunderland","54° 54'N, 1° 20'W",Rouen - Tyne,in ballast,0
Grane,Steamer,1122,03/09/18,UB 80 (Max Viebeg),Sunk,4 miles WSW of Portland Bill,,Swansea - Rouen,coal,2
Grangemoor,Steamer,3198,07/20/16,U 39 (Walter Forstmann),Sunk,Captured and sunk by gunfire 75 miles NWxW of Algiers,"37° 22'N, 2° 02'E",Genoa - Baltimore,in ballast,0
Grangewood,Steamer,3422,07/24/15,U 41 (Claus Hansen),Sunk,"20 miles ENE of the Flugga LH, Shetland",,Archangelsk - Havre,wheat,0
Grantley Hall,Steamer,4008,12/23/17,UC 4 (Walter Schmitz),Sunk,Mined 5 miles E of Orfordness,,Villaricos - Middlesbrough,iron ore,0
Grappler,Tug,690,10/22/15,UC 5 (Herbert Pustkuchen),Damaged,Mined off the Nab LV while salvaging gear from the Erin II.,,,,4
Gratangen,Steamer,2484,06/09/17,U 64 (Robert Moraht),Sunk,6 miles off Cape Tortosa,"40° 44'N, 1° 02'E",Newcastle - La Spezia,coal,0
Gratitude,Fishing vessel,40,01/04/18,UC 75 (Johannes Lohs),Sunk,Stopped ansd sunk 8 miles SE of Berry Head,,,,0
Gravelinoise,Sailing vessel,129,05/14/17,U 34 (Johannes Klasing),Sunk,Scuttled 12 miles E of Valencia at 14:00,"39° 27'N, 0° 05'W",Alicante - Marseilles,wine and applejuice,0
Gravina,Steamer,1242,02/07/17,U 81 (Raimund Weisbach),Sunk,85 miles W Fastnet,"51° 03'N, 11° 30'W",Sevilla - London,fruit,7
Great City,Steamer,5525,06/19/17,UC 47 (Paul Hundius),Damaged,Torpedoed 30 miles W of Bishops Rock,,Newport News - London,steel and oats,4
HMD Great Heart,Navy Drifter,78,09/24/15,UC 6 (Matthias Graf von Schmettow),Sunk,Mined east of the South Goodwin LV,,,,8
Greatham,Steamer,2338,01/22/18,UB 31 (Thomas Bieber),Sunk,Torpedoed 3 miles SE of Dartmouth,,Grimsby - Blaye,coal,7
Greavesash,Steamer,1263,02/26/18,UB 74 (Ernst Steindorff),Sunk,10 miles NE of Cape Barfleur,,Havre - Barry Roads,in ballast,8
Grecian,Fishing vessel,119,04/20/17,UC 44 (Kurt Tebbenjohanns),Sunk,Stopped and scuttled 22 miles NExE of Longstone,,,,0
Grekland,Steamer,2751,06/29/18,UB 40 (Hans Joachim Emsmann),Sunk,Torpedoed E of Flamborough Head,"54° 09'N, 0° 02'E",GÃ¶teborg - London,general cargo,1
Greenbank,Steamer,3881,06/03/17,U 33 (Gustav SieÃ),Sunk,"12 miles N of Cape Falcon, Algeria","36° 05'N, 1° 04'W",Cardiff - Alexandria,coal,1
TB. 10,Torpedo boat,255,06/10/15,UC 11 (Walter Gottfried Schmidt),Sunk,Mined between the Sunk LV and the Shipwash South Buoy,,,,22
Greenland,Steamer,1753,02/14/17,UC 65 (Otto Steinbrinck),Sunk,Torpedoed 20 miles SW of Bardsey Island,"52° 30'N, 5° 05'W",Fleetwood - Cherbourg,,0
Greenwich,Steamer,2938,12/05/17,UC 67 (Karl Neumann),Sunk,9 miles S of Planier Island,"43° 04'N, 5° 12'E",Saigon - Marseille,"rice, alcohol & pepper",0
Gregynog,Steamer,1701,04/18/18,UB 86 (Hans Trenk),Sunk,Torpedoed 16 miles SW of Hartland Point,"50° 47'N, 4° 44'W",Penarth - Portland,coal,3
Greldon,Steamer,3322,10/08/17,U 96 (Heinrich JeÃ),Sunk,"7 miles ENE of the North Arklow LV, St George Channel",,Birkenhead - ?,,28
Greleen,Steamer,2286,09/22/17,UB 40 (Hans Howaldt),Sunk,7 miles ExN of Berry Head,"50° 28'N, 3° 14'W",Castro Urdiales - Tees,iron ore,19
Grelfryda,Steamer,5136,09/07/17,UB 34 (Hellmuth von Ruckteschell),Damaged,Torpedoed 4 miles SWxW of Flamborough Head,,South Shields - Port Said,coal,0
Grelhame,Steamer,3740,08/30/17,U 62 (Ernst Hashagen),Sunk,4 miles SW of Start Point,,Cuba - Le Havre,sugar,0
Greltoria,Steamer,5143,09/27/17,UB 34 (Hellmuth von Ruckteschell),Sunk,3 miles NWxN1/2N of Flamborough Head,,Tyne - Naples,coal,0
Grenada,Sailing vessel,2268,11/22/16,UB 40 (Karl Neumann),Sunk,Stopped and sunk 32 miles SWxW of Beachy Head,"50° 24'N, 0° 07'W",Havre - New York,in ballast,0
Grenadier,Steamer,1004,02/23/17,UC 4 (Georg Reimarus),Sunk,Mined 6 miles ENE of the Shipwash LV,"52° 06'N, 1° 42'E",Rotterdam - Newcastle,general cargo,8
Grenmar,Steamer,1438,03/24/17,UC 77 (Reinhard von Rabenau),Sunk,34 miles NxE1/2E of St. Abbâs head,,Blyth - Christiania,coal,0
Gresham,Steamer,3774,04/27/18,U 91 (Alfred von Glasenapp),Sunk,18 miles NWxN1/2N of Strumble Head,"52° 14'N, 5° 05'W",Greenock - Barry,in ballast,0
Greta,Sailing vessel,1370,10/18/16,U 71 (Hugo Schmidt),Sunk,9 miles off the Hirshels LH,"57° 47'N, 9° 56'E",GÃ¶teborg - Sunderland,Pitprops and sleepers,0
Gretaston,Steamer,3395,04/15/17,UC 27 (Gerhard Schulz),Sunk,Torpedoed and sunk off the Iberian coast.,"43° 08'N, 11° 32'W",Huelva - Garston,copper ore,29
Grib,Steamer,1474,03/27/17,UC 69 (Erwin WaÃner),Sunk,7 miles W of Armen Rock,,Lisbon - Hull,cork,0
Grigorios Anghelatos,Steamer,3635,12/05/16,U 63 (Otto Schultze),Sunk,20 miles S of Genoa,"43° 52'N, 8° 49'E",? - Genoa,coal,0
Gripen,Sailing vessel,1191,07/03/18,U 80 (Karl Koopmann),Sunk,Stopped and sunk by gunfire 5 miles off the Ryvingen Light,,Porsgrund - Hartlepool,wood,2
Gris Nez,Trawler,208,03/09/15,U 35 (Waldemar Kophamel),Sunk,Stopped and sunk by gunnery 20 miles WSW of Beachy Head,,,,0
Grit,Motor barge,147,10/21/16,UB 29 (Herbert Pustkuchen),Sunk,Stopped and sunk 25 miles S of Beachy Head,,Havre - London,,0
Grive,Armed boarding steamer,2037,12/08/17,UC 40 (Hermann Menzel),Sunk,Torpedoed off Lerwick,,,,
Gro,Steamer,2667,08/22/17,UC 47 (Paul Hundius),Sunk,6 miles S of Start Point,,Glasgow - Rouen,coal,0
Grodno,Steamer,1955,08/12/15,U 22 (Bruno Hoppe),Sunk,"98 miles NW of the Lofoten Islands. 69.11N, 09.08E per KTB","68° 55'N, 9° 08'E",Archangelsk - Hull,general cargo,0
Groeswen,Steamer,3570,11/27/17,UC 11 (Ferdinand Schwartz),Sunk,Mined 3 miles NE1/2E of the Sunk LV,"51° 55'N, 1° 40'E",Hull - ?,coal,0
Groningen,Steamer,988,09/23/15,UC 6 (Matthias Graf von Schmettow),Sunk,"Mined 1.5 miles NxE of the Sunk Head Buoy, Thames estuary",,Harlingen - London,general cargo,1
Grosholm,Steamer,1847,05/15/17,U 46 (Leo Hillebrand),Sunk,200 miles W of the Irish coast,"55° 53'N, 12° 15'W",Liverpool - Norfolk,in ballast,0
Gruno,Auxiliary motor,171,05/10/17,UC 63 (Karsten von Heydebreck),Sunk,Stopped and sunk about 8 miles SSW of the Noord Hinder LV,,Rotterdam - London,general cargo,
Gryfevale,Steamer,4437,10/21/17,U 151 (Waldemar Kophamel),Sunk,"Ran aground and then shelled 10 miles N of Cape Blanco, Mauritania while attempting to evade U 151","21° 08'N, 17° 04'W","Port Louis, Mauritius - Gibraltar",sugar,0
GrÃ¶nhaug,steamer,667,10/21/16,UB 21 (Ernst Hashagen),Sunk,,"55° 39'N, 0° 57'E",GÃ¶teborg - Hull,timber and steel products,0
Guadalquivir,Steamer,2078,03/17/18,U 154 (Hermann Gercke),Sunk,,"33° 10'N, 9° 37'W",New York - Genoa,steel billets & cotton,0
Guadiana,Sailing vessel,326,03/05/17,UC 44 (Kurt Tebbenjohanns),Sunk,Stopped and set on fire off the south of Ireland,,? - England,wood,
Guahyba,Steamer,1891,11/02/17,U 151 (Waldemar Kophamel),Sunk,"off Sao Vicente harbour, Cape Verde Islands",,Montevideo - Le Havre,hides & coffee,
Guard,Fishing vessel,38,03/17/17,UC 48 (Kurt Ramien),Sunk,Stopped and sunk 8 miles SWxW of the Coningbeg LV,,,,0
Guatemala,Steamer,5913,09/06/15,U 20 (Walther Schwieger),Sunk,Shelled and torpedoed 50 miles SW of Belle Ile,"46° 50'N, 4° 02'W",St. Nazaire - Philadelphia,,
Gudbrand,Steamer,1860,03/16/17,UC 50 (Rudolf Seuffer),Sunk,7 miles NE of Blyth,,Tyne - Christiania,coal,0
Gudrun,Sailing vessel,1472,05/24/17,UB 38 (Wilhelm Amberger),Sunk,Stopped and scuttled 50 miles SW of Portland Bill,,"Savannah-la-Mar, Jamaica â Le Havre",logwood,0
Guerveur,Sailing vessel,2596,03/12/17,U 48 (Hinrich Hermann Hashagen),Sunk,Sunk by gunnery 84 miles N59Â°W of Tory Island,"55° 42'N, 10° 52'W",Clyde - New Caledonia,coal,
Guido,Steamer,2093,07/08/15,U 25 (Otto WÃ¼nsche),Sunk,27 miles NE1/4N of Rattray Head,"58° 03'N, 1° 28'W",London & Hull - Archangelsk,general cargo,0
Guido T,Sailing vessel,324,02/18/17,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,Stopped and scuttled 15 miles SSE of Tarragona at 3:00pm,,Oran - Genoa,grass,
Guildhall,Steamer,2609,06/25/17,U 62 (Ernst Hashagen),Sunk,40 miles SWxW1/2W of Bishop Rock,,Valencia - Cardiff,ore & oranges,12
Guillaume Tell,Sailing vessel,148,02/08/17,UC 65 (Otto Steinbrinck),Sunk,Stopped and scuttled 10 miles W of Trevose Head,,,,
Guldaas,Sailing vessel,636,10/19/16,UB 35 (Otto von Schrader),Sunk,,"56° 41'N, 2° 56'E",RisÃ¸r â West Hartlepool,pitprops,0
Guldborg,Steamer,1569,10/20/16,UB 35 (Otto von Schrader),Sunk,off Coquet Island,"57° 20'N, 3° 23'E",Narvik - Middlesbrough,iron ore,0
Gulflight,Tanker,5189,05/01/15,U 30 (Erich von Rosenberg-Grusczyski),Damaged,Torpedoed 20 miles W of Scilly,,Port Arthur - Rouen,oil,3
Gullfaxi,Fishing vessel,46,07/06/18,U 53 (Hans Rose),Sunk,Stopped and scuttled W of the Shetlands or off the Faroe Islands,,,,
Gunhild,Steamer,996,06/17/17,U 100 (Degenhart von LoÃ«),Sunk,Torpedoed 22 miles off Holmengraa at 2:35pm,"60° 45'N, 4° 19'E",Blyth - Copenhagen,coal,6
Gunn,Sailing vessel,483,10/22/16,UB 22 (Bernhard Putzier),Sunk,,"56° 11'N, 2° 17'E",Fredrikshald â West Hartlepool,pitprops,0
Goorkha,Hospital ship,6335,10/17/17,UC 25 (Walter Lippold),Damaged,Mined off Malta,"35° 57'N, 14° 40'E",Malta - ?,,0
Gurre,Steamer,1733,03/01/17,U 66 (Thorwald von Bothmer),Sunk,,"59° 30'N, 2° 00'E",Narvik & Fredrikshald - Hull,iron ore,20
Gurth,Steamer,1340,05/06/17,UC 69 (Erwin WaÃner),Sunk,Stopped nad scuttled 1.5 miles off Vaca de Luanco,"43° 39'N, 5° 48'W",Liverpool - Gibraltar,coal,0
Gyldenpris,Steamer,2667,07/29/17,UC 69 (Erwin WaÃner),Sunk,off Corunna - 1.5 miles from Candelaria Point LH (Cedeira),,Aguilas - Cardiff,iron ore,
GÃ¶ta,Steamer,1128,05/19/17,UC 58 (Karl Vesper),prize,off Raumo,,,,
GÃ¶tha,Steamer,720,06/09/17,UB 33 (Karl Ruprecht),prize,Skagerrak,,Gothenborg - Rotterdam,general cargo and passengers,0
H. C. Henry,Tanker,4219,09/28/15,U 39 (Walter Forstmann),Sunk,59 miles S1/2E of Cape Matapan,"35° 36'N, 22° 42'E",London & Alexandria - Mudros,tar oil,0
H. Debra Huysseme,Fishing vessel,46,01/29/18,UB 54 (Egon von Werner),Sunk,English Channel,,,,
H. B. Linnemann,Sailing vessel,444,04/04/17,U 55 (Wilhelm Werner),Damaged,Damaged by gunfire 25-30 miles NW of Achille Head. Again shelled by U 86 later in the day.,,Gothenburg - Casablanca,timber,4
H.C.G.,Fishing vessel (smack),24,03/24/17,UC 17 (Ralph Wenninger),Sunk,Stopped and sunk 15 miles SE of the Eddystone LH,,,,0
H. H. Petersen,Sailing vessel,192,05/07/17,U 80 (Alfred von Glasenapp),Sunk,Stopped and sunk 20 to 25 miles WSW of St. Kilda,"57° 30'N, 9° 00'W",Glasgow - Randers,coal,0
H.m.w.,Sailing barge,93,11/10/16,UC 18 (Wilhelm Kiel),Sunk,Mined 1 mile NxW of the Boulogne LV,,London - Boulogne,crucibles,1
HS 3,Tug,121,09/12/17,UB 50 (Franz Becker),Sunk,Stopped and scuttled 18 miles WxN of Cape Sines,,England - Mesopotamia,war material,0
HS 4,Tug,121,08/21/17,UC 72 (Ernst Voigt),Sunk,Stopped and scuttled 130 miles WSW of Ushant,"47° 34'N, 8° 05'W",,,0
Haakon Vii,Steamer,2175,09/07/17,UB 35 (Karl StÃ¶ter),Sunk,Torpedoed 3 miles ESE of Landâs End,"50° 02'N, 5° 34'W",Bilbao - Cardiff,iron ore,3
Haarfagre,Steamer,566,09/29/16,U 49 (Richard Hartmann),prize,off Lindesnes,,Fredrikstad - West Hartlepool,pitprops,0
Hadley,Steamer,1777,12/27/15,UC 3 (Erwin WaÃner),Sunk,Mined 3 miles SE1/2E of the Shipwash LV,,Newcastle - London,coal,0
Haelen,Steamer,3290,11/03/17,UB 63 (Rudolf Gebeschus),prize,North Sea between Bergen and the Shetlands,,,,0
Hafnia,Steamer,962,09/30/16,U 46 (Leo Hillebrand),Sunk,"Scuttled 5 miles north of Rybatchi Peninsula, Murman coast",,Lerwick - Archangelsk,salt herring,0
Hafursfjord,steamer,1669,06/02/17,U 155 (Karl Meusel),Sunk,S of Iceland,"60° 25'N, 16° 20'W",Cadiz - Haugesund,salt,0
Hagios Marcos,Sailing vessel,45,10/05/18,UC 23 (Hans Georg LÃ¼bbe),Sunk,"Gulf of Salonica, Aegean Sea",,,,
Hagios Nicolaos,Sailing vessel,18,02/20/18,UC 23 (Hans Georg LÃ¼bbe),Sunk,Bay of Pelgonesi,,,,
Hagios Triast,Sailing vessel,22,02/28/18,UC 23 (Hans Georg LÃ¼bbe),Sunk,off the Doro Channel,,,,
Haigh Hall,Steamer,4809,06/30/17,k.u.k. U28 (Zdenko Hudecek),Sunk,40 miles E of Malta,"36° 12'N, 15° 24'E",Bombay - Naples,wheat,0
Haileybury,Steamer,2888,02/22/18,U 91 (Alfred von Glasenapp),Sunk,15 miles SExE3/4E from The Maidens,,Glasgow - Nantes,coal,2
Hailie,Sailing vessel,,03/31/15,k.u.k. U12 (Egon Lerch),prize,,"41° 54'N, 19° 11'E",,,0
Hainaut,Steamer,4113,03/12/17,U 53 (Hans Rose),Sunk,SW of Ireland,"52° 05'N, 11° 30'W",New York - Calais,,0
Hainton,Trawler,156,07/11/15,U 25 (Otto WÃ¼nsche),Sunk,Stopped and sunk 45 miles NExE of Hornsea,,,,0
Halberdier,Steamer,1049,01/06/18,U 61 (Victor Dieckmann),Sunk,"27 miles WxN of Bardsey Island, St George Channel",,Manchester - London,general cargo,5
Halcyon,Trawler,190,02/19/17,U 71 (Hugo Schmidt),Sunk,Mined off Butt of Lewis,,,,10
Halfdan,Steamer,1305,12/06/16,UB 37 (Paul GÃ¼nther),Sunk,Captured and then torpedoed about 20 miles south of Eddystone,"50° 10'N, 4° 12'W",Newcastle - Livorno,coke,0
Halil,Sailing vessel,,01/03/16,k.u.k. U4 (Rudolf Singule),prize,,"41° 49'N, 19° 15'E",,,0
Halizones,Steamer,5093,10/07/15,U 39 (Walter Forstmann),Sunk,"122 miles SSE1/2E of Cape Martello, Crete","33° 10'N, 26° 26'E",Bombay - Liverpool,general cargo,0
Hallamshire,Steamer,4420,11/19/15,U 34 (Claus RÃ¼cker),Sunk,"20 miles SWxS of Cerigotto Island. 35.46N, 23.04E per KTB","35° 38'N, 23° 01'E",Cardiff - Milos,coal,0
Halldor,Steamer,2919,08/03/17,U 39 (Walter Forstmann),Sunk,Stopped and scuttled 90 miles W of Gibraltar,"36° 58'N, 6° 51'W",Glasgow - Civitavecchia,coal,0
Hamidieh,Sailing vessel,85,10/13/18,,Sunk,50 miles NW of Alexandria,,,,
Hammar Ii,Steamer,206,09/06/17,UB 62 (Bernhard Putzier),Sunk,Stopped and scuttled about 120 miles east of Aberdeen.,,Hull - Udevalla,coal,11
Hamnavoe,Drifter,57,07/02/17,UC 33 (Martin Schelle),Sunk,Stopped and sunk by gunnery 26 miles ESE of Sumburgh Head,,,,0
HMS Hampshire,Armored cruiser,10850,06/05/16,U 75 (Curt Beitzen),Sunk,Mined W coast of the Orkney Islands,"59° 07'N, 3° 24'W",,,737
Handel En Visscherij,Fishing vessel (sail),76,07/06/17,UC 33 (Martin Schelle),Sunk,Stopped and sunk by gunnery in the North Sea,"56° 50'N, 5° 20'E",,,0
Hanley,Steamer,3331,05/30/17,U 87 (Rudolf Schneider),Sunk,95 miles W of Bishop Rock,"49° 23'N, 8° 43'W",Bahia Blanca - Falmouth,oats,1
Hanna Larsen,Steamer,1311,02/08/17,UC 39 (Otto Ehrentraut),Sunk,20 miles E3/4N of Spurn Point,"53° 42'N, 0° 39'E",London - Tyne,in ballast,1
Hannah Croasdell,Sailing vessel,151,02/26/17,UC 65 (Otto Steinbrinck),Sunk,Mined 1 mile S of Skokholm Island,,,,4
Hans Broge,Steamer,1432,05/09/17,U 80 (Alfred von Glasenapp),Sunk,Stopped and sunk 30 miles west of Teelin Head,"54° 38'N, 9° 30'W",Rufisque - Greenock,groundnuts,0
Hans Emil,Sailing vessel,106,08/05/15,U 38 (Max Valentiner),Sunk,Stopped and sunk in the North Sea,"57° 07'N, 4° 08'E",Halmstad - Granton,pit props,0
Hans Gude,Steamer,1110,03/31/16,U 44 (Paul WagenfÃ¼hr),Sunk,55 miles N80Â°W from Ushant,,Cardiff - Oran,coal,0
Hans Jensen,Steamer,1824,09/13/16,UB 18 (Otto Steinbrinck),Sunk,52 miles NE of Ile de Bas,"49° 38'N, 3° 43'W",Blyth - Genoa,coal,0
Hans Kinck,Steamer,2667,02/07/17,UC 39 (Otto Ehrentraut),Sunk,5 miles NW of the Nord Hinter LV,,Rotterdam - Tyne,in ballast,0
Hanseat,Steamer,3358,07/20/17,U 155 (Karl Meusel),Sunk,"105 miles SExS of Santa Maria, Azores","36° 00'N, 23° 12'W",Civitavecchia - Hampton Roads,in ballast,0
Hansi,Steamer,1142,01/07/17,UB 37 (Paul GÃ¼nther),Sunk,15 miles NNW of Ile de Vierge,"48° 56'N, 4° 55'W","Newport, Mon. - Gibraltar",coal,0
Ganslei,Steamer,1273,04/09/17,U 75 (Curt Beitzen),Sunk,in Kola Bay,"69° 16'N, 33° 31'E",Tyne - North Russia,,
Harald,Sailing vessel,275,05/05/16,UB 21 (Ernst Hashagen),Sunk,Stopped and sunk in the North Sea,,Goteborg - Tyne,pit props,0
Harald Haarfager,Steamer,475,04/24/17,UC 79 (Erich Haecker),prize,Skagerrak,"57° 48'N, 10° 13'E",,,0
Harald Klitgaard,Steamer,1799,06/06/17,UC 77 (Reinhard von Rabenau),Sunk,Torpedoed while in convoy 28 miles N of Farne Island,,Copenhagen - Seaham Harbour,in ballast,1
Harberton,Steamer,1443,03/30/17,UC 31 (Otto von Schrader),Sunk,Mined in the North Sea,,Blyth-London,coal,15
Harbinger,Fishing vessel,39,06/28/17,UC 63 (Karsten von Heydebreck),Sunk,Stopped and scuttled 10 NE miles of Spurn Point,,,,0
Harboe,Sailing vessel,388,07/25/15,U 6 (Reinhold Lepsius),Sunk,,"56° 40'N, 2° 30'E",Holmestrand â Sunderland,pit props,0
Harbury,Steamer,4572,06/09/17,U 70 (Otto WÃ¼nsche),Sunk,Torpedoed 170 miles W1/2N of Ushant,"47° 47'N, 9° 16'W",Buenos Aires - Brest,oats & maize,12
Hare,Steamer,774,12/14/17,U 62 (Ernst Hashagen),Sunk,7 miles E Kish LV,,Manchester - Dublin,general cargo,12
Harewood,Steamer,4150,04/13/18,U 155 (Erich Eckelmann),Sunk,380 miles WxS of Lisbon,"37° 10'N, 16° 50'W",New York - Gibraltar,general cargo,2
Harfat Castle,Trawler,274,11/02/16,U 49 (Richard Hartmann),Sunk,Stopped and scuttled 90 miles SWxW of Fastnet,,,,0
Harflete,Steamer,4814,04/26/17,U 70 (Otto WÃ¼nsche),Sunk,200 miles NWxW Fastnet,"51° 54'N, 14° 48'W",Cienfuegos - Queenstown,sugar,1
Harlaw,Steamer,821,01/30/18,UB 48 (Wolfgang Steinbauer),Sunk,30 miles NW of Corsica,"43° 02'N, 8° 30'E",Marseille - La Spezia,lignite,0
Harlington,Steamer,1089,12/09/16,UC 11 (Benno von Ditfurth),Sunk,Mined 4 miles SW of the Shipwash LV,,"Osbourne, Graham & Co., Sunderland",coal,7
Harlyn,Steamer,1794,12/09/16,UC 11 (Benno von Ditfurth),Sunk,Mined 4 miles SW of the Shipwash LV,,Newcastle - London,coal,2
Harmatris,Steamer,6387,03/08/16,UB 18 (Otto Steinbrinck),Sunk,Torpedoed 0.25 miles NExN from the Boulogne Breakwater,,"St. John, N.B. - Boulogne",oats & hay,4
Harmattan,Steamer,4792,05/05/17,UC 37 (Otto Launburg),Sunk,"Mined 30 miles off Cape Bon or 7 miles N of Cape Rosa, Algeria",,Avonmouth - ?,government stores,36
Harmonides,Steamer,3521,01/20/18,UC 71 (Ernst Steindorff),Damaged,Torpedoed off St. Catherineâs Point,,London - Newport,in ballast,0
Harold,Sailing vessel,1376,07/21/17,U 66 (Gerhard Muhle),Sunk,Torpedoed 65 miles NNW1/2W of Tory Island,,Liverpool - Santos,coal,13
Harpagus,Steamer,5866,05/09/17,U 34 (Johannes Klasing),Sunk,Torpedoed 62 miles SW of Planier Island,"42° 32'N, 4° 39'E",New Orleans - Marseille,general cargo,3
Harpalion,Steamer,5867,02/24/15,U 8 (Alfred StoÃ),Sunk,Torpedoed 6.5 miles W of the Royal Sovereign LV,,"London - Cape Henry, Va",in ballast,3
Harpalus,Steamer,1445,12/02/16,UB 23 (Heinz Ziemer),Sunk,Captured and sunk 34 miles SSW of Galley Head,"50° 56'N, 8° 58'W",Penarth - Nantes,coal,0
Harpalyce,Steamer,5940,04/10/15,UB 4 (Karl GroÃ),Sunk,7 miles ExS of the North Hinder LV,,"Rotterdam - Norfolk, VA",in ballast,15
Harpathian,Steamer,4588,06/05/18,U 151 (Heinrich von Nostitz und JÃ¤nckendorff),Sunk,"Torpedoed 80 miles off Cape Henry, Virginia",,Havre - Newport News,in ballast,0
Harrier,Trawler,162,09/25/16,U 57 (Carl-Siegfried Ritter von Georg),Sunk,Stopped and sunk 20 miles NE of Scarborough,,,,0
Harriet,Steamer,1372,03/27/16,UC 5 (Ulrich Mohrbutter),Sunk,Mined 5 miles E of the Sunk LV 51Â°53â30âN 01Â°45âE,"51° 54'N, 1° 45'E",Oran - Leith,esparto,0
Harriet Williams,Sailing vessel,157,02/28/17,UB 18 (Claus Lafrenz),Sunk,Stopped and scuttled 15 miles NNE Cape dâAntifer,,London - Havre,pitch in bulk,0
Harrildsborg,Steamer,1547,07/19/17,U 67 (Hans Nieland),Sunk,Torpedoed 24 miles W of Holmengraa (S of Bergen),"60° 47'N, 4° 09'E",Methil - Copenhagen,coal,0
Harrovian,Steamer,4309,04/16/16,U 69 (Ernst Wilhelms),Sunk,60 miles W of Bishop Rock,"49° 23'N, 7° 40'W",New York - Havre,general cargo,0
Harrow,Steamer,1777,09/08/17,UB 41 (GÃ¼nther Krause),Sunk,Torpedoed 4 miles SE of Whitby,,Granton - London,coal,2
Harry,Sailing vessel,81,12/08/16,U 59 (Wilhelm von Fircks),Sunk,Stopped and sunk 100 miles off the NE coast of England,"56° 10'N, 2° 18'E",Varberg (Sweden) - Blyth ,136 tons of wood,0
Harry Luckenbach,Tanker,2798,01/06/18,U 93 (Helmut Gerlach),Sunk,"2 miles NNW of Penmarch, 6 miles off Armen",,Penarth - ?,,8
Harry W. Adams,Sailing vessel,127,12/24/16,U 70 (Otto WÃ¼nsche),Sunk,Stopped and sunk by gunfire 46 miles NWxW from Cape Vilano,,"Burin, NF - Corunna",dry cod fish,0
Hartburn,Steamer,2367,10/15/17,UC 62 (Max Schmitz),Sunk,Mined 10 miles S of Anvil Point,,Manchester - St. Helenâs Roads,hay & trucks,3
